widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2,doc-freq,corpus-freq,dagalb,dagalb-UB,dagalb-note
3,is,2.0,1.0,1.0,VBZ,cop,3.0,3.0,2.0,3.0,-1.75,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,25,500,0.0,0,
4,not,3.0,1.0,1.0,RB,neg,3.0,3.0,2.0,3.0,-1.75,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,29,339,2.0,0,
5,complete,7.0,2.0,1.0,JJ,root,2.0,2.0,2.0,2.0,-1.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,5,7,3.0,1,
6,until,5.0,2.0,1.0,IN,mark,3.0,3.0,3.0,3.0,-2.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,6,12,1.0,0,
7,all,2.0,1.0,1.0,PDT,det:predet,4.0,4.0,3.0,4.0,-2.75,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,12,255,3.0,0,
8,our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,76,904,1.0,0,
9,children,7.0,2.0,1.0,NNS,nsubj,2.0,2.0,2.0,2.0,-1.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,3,33,2.0,1,
10,",",,,,",",,,,,,,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,,,,,
11,from,4.0,1.0,1.0,IN,case,5.0,5.0,4.0,5.0,-3.75,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,10,137,0.0,0,
12,the,2.0,1.0,0.0,DT,det,6.0,6.0,6.0,6.0,-5.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,104,2261,0.0,0,
13,streets,6.0,1.0,1.0,NNS,advcl:from,4.0,4.0,4.0,4.0,-3.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,1,6,1.0,0,
14,of,2.0,1.0,1.0,IN,case,5.0,5.0,4.0,5.0,-3.75,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,69,1691,0.0,0,
15,Detroit,6.0,2.0,1.0,NNP,nmod:of,4.0,4.0,4.0,4.0,-3.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,1,1,2.0,0,
16,to,2.0,1.0,1.0,TO,case,5.0,5.0,5.0,5.0,-4.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,66,1169,0.0,0,
17,the,2.0,1.0,0.0,DT,det,6.0,6.0,6.0,6.0,-5.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,104,2261,0.0,0,
18,hills,4.0,1.0,1.0,NNS,nmod:to,4.0,4.0,4.0,4.0,-3.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,1,2,2.0,0,
19,of,2.0,1.0,1.0,IN,case,5.0,5.0,4.0,5.0,-3.75,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,69,1691,0.0,0,
20,Appalachia,8.0,5.0,2.0,NNP,nmod:of,3.0,3.0,3.0,3.0,-2.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,1,1,3.0,1,
21,",",,,,",",,,,,,,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,,,,,
22,to,2.0,1.0,1.0,TO,case,4.0,4.0,4.0,4.0,-3.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,66,1169,0.0,0,
23,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,104,2261,0.0,0,
24,quiet,5.0,2.0,1.0,JJ,amod,4.0,4.0,4.0,4.0,-3.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,1,8,1.0,0,
25,lanes,4.0,1.0,1.0,NNS,nmod:to,3.0,3.0,3.0,3.0,-2.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,1,1,2.0,0,
26,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,69,1691,0.0,0,
27,Newtown,5.0,2.0,2.0,NNP,nmod:of,2.0,2.0,2.0,2.0,-1.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,1,1,3.0,1,
28,",",,,,",",,,,,,,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,,,,,
29,know,2.0,1.0,1.0,VBP,advcl,2.0,2.0,2.0,2.0,-1.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,3,78,2.0,0,
30,that,3.0,1.0,1.0,IN,mark,3.0,3.0,2.0,3.0,-1.75,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,57,640,0.0,0,
31,they,2.0,1.0,1.0,PRP,nsubjpass,4.0,4.0,2.0,4.0,-2.5,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,10,136,1.0,0,
32,are,2.0,1.0,1.0,VBP,auxpass,3.0,3.0,2.0,3.0,-1.75,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,21,310,0.0,0,
33,cared,4.0,1.0,1.0,VBN,ccomp,3.0,3.0,3.0,3.0,-2.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,1,2,3.0,0,
34,for,3.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,28,447,1.0,1,
35,and,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,89,1549,0.0,0,
36,cherished,6.0,2.0,1.0,CD,nmod:for,2.0,2.0,2.0,2.0,-1.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,1,4,1.0,0,
37,and,3.0,1.0,1.0,CC,cc,3.0,3.0,3.0,3.0,-2.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,89,1549,0.0,0,
38,always,5.0,2.0,2.0,RB,advmod,2.0,2.0,2.0,2.0,-1.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,2,28,1.0,0,
39,safe,3.0,1.0,1.0,JJ,ccomp,2.0,2.0,2.0,2.0,-1.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,2,5,1.0,0,
40,from,4.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,10,137,0.0,0,
41,harm,4.0,1.0,1.0,NN,nmod:from,1.0,1.0,1.0,1.0,0.0,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,2,2,2.0,0,
42,.,,,,.,,,,,,,100,"Our journey is not complete until all our children , from the streets of Detroit to the hills of Appalachia , to the quiet lanes of Newtown , know that they are cared for and cherished and always safe from harm .",13,12,,,,,
1,That,3.0,1.0,1.0,DT,nsubj,4.0,4.0,2.0,4.0,-2.5,101,That is our generation 's task --,2,2,57,640,4.0,0,
2,is,2.0,1.0,1.0,VBZ,cop,3.0,3.0,2.0,3.0,-1.75,101,That is our generation 's task --,2,2,25,500,1.0,0,
3,our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,101,That is our generation 's task --,2,2,76,904,2.0,0,
4,generation,8.0,4.0,2.0,NN,nmod:poss,2.0,2.0,2.0,2.0,-1.0,101,That is our generation 's task --,2,2,6,32,2.0,0,
5,'s,2.0,1.0,1.0,POS,case,,,,,,101,That is our generation 's task --,2,2,11,156,0.0,0,
6,task,4.0,1.0,1.0,NN,root,1.0,1.0,1.0,1.0,0.0,101,That is our generation 's task --,2,2,2,20,3.0,0,
7,--,,,,:,,,,,,,101,That is our generation 's task --,2,2,,,,,
1,to,2.0,1.0,1.0,TO,mark,3.0,3.0,3.0,3.0,-2.0,102,"to make these words , these rights , these values of life and liberty and the pursuit of happiness real for every American .",6,6,66,1169,0.0,0,
2,make,3.0,1.0,1.0,VB,root,2.0,2.0,2.0,2.0,-1.0,102,"to make these words , these rights , these values of life and liberty and the pursuit of happiness real for every American .",6,6,7,64,1.0,0,
3,these,3.0,1.0,1.0,DT,det,5.0,5.0,4.0,5.0,-3.75,102,"to make these words , these rights , these values of life and liberty and the pursuit of happiness real for every American .",6,6,10,83,3.0,0,
4,words,4.0,1.0,1.0,NNS,dobj,3.0,3.0,3.0,3.0,-2.0,102,"to make these words , these rights , these values of life and liberty and the pursuit of happiness real for every American .",6,6,4,26,2.0,1,
5,",",,,,",",,,,,,,102,"to make these words , these rights , these values of life and liberty and the pursuit of happiness real for every American .",6,6,,,,,
6,these,3.0,1.0,1.0,DT,det,4.0,4.0,3.0,4.0,-2.75,102,"to make these words , these rights , these values of life and liberty and the pursuit of happiness real for every American .",6,6,10,83,1.0,0,
7,rights,4.0,1.0,1.0,NNS,appos,2.0,2.0,2.0,2.0,-1.0,102,"to make these words , these rights , these values of life and liberty and the pursuit of happiness real for every American .",6,6,2,24,2.0,0,
8,",",,,,",",,,,,,,102,"to make these words , these rights , these values of life and liberty and the pursuit of happiness real for every American .",6,6,,,,,
9,these,3.0,1.0,1.0,DT,det,5.0,5.0,4.0,5.0,-3.75,102,"to make these words , these rights , these values of life and liberty and the pursuit of happiness real for every American .",6,6,10,83,1.0,0,
10,values,6.0,2.0,1.0,NNS,dobj,3.0,3.0,3.0,3.0,-2.0,102,"to make these words , these rights , these values of life and liberty and the pursuit of happiness real for every American .",6,6,3,20,3.0,1,
11,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,102,"to make these words , these rights , these values of life and liberty and the pursuit of happiness real for every American .",6,6,69,1691,0.0,0,
12,life,3.0,1.0,1.0,NN,nmod:of,3.0,3.0,3.0,3.0,-2.0,102,"to make these words , these rights , these values of life and liberty and the pursuit of happiness real for every American .",6,6,4,69,1.0,0,
13,and,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,102,"to make these words , these rights , these values of life and liberty and the pursuit of happiness real for every American .",6,6,89,1549,0.0,0,
14,liberty,6.0,3.0,1.0,NN,nmod:of,2.0,2.0,2.0,2.0,-1.0,102,"to make these words , these rights , these values of life and liberty and the pursuit of happiness real for every American .",6,6,5,46,2.0,0,
